data size,Ours,ResNet-50,ResNet-101,ResNext-50,ResNext-101,ResNeXt-50,ResNeXt-101
20.0,1.0,0.9882352941176472,0.9588235294117649,,,0.9911764705882352,0.9882352941176472
30.0,0.9954954954954957,0.9752252252252251,0.9774774774774776,,,0.9864864864864864,0.972972972972973
40.0,0.9938556067588326,0.9780405405405406,0.9611486486486488,,,0.9712837837837838,0.9679054054054054
50.0,0.9945945945945946,0.9337837837837838,0.9283783783783784,,,0.9391891891891893,0.941891891891892
60.0,0.9932432432432432,0.972972972972973,0.9707207207207208,,,0.9752252252252251,0.9301801801801802
70.0,0.9906191369606004,0.9606003752345216,0.950281425891182,,,0.9690431519699813,0.9577861163227016
80.0,0.987331081081081,0.9577702702702704,0.9493243243243245,,,0.9628378378378378,0.950168918918919
90.0,0.990990990990991,0.9594594594594594,0.9436936936936936,,,0.9707207207207208,0.9557057057057056
100.0,0.9891964888588792,0.9446320054017556,0.9601620526671168,,,0.9561107359891964,0.948683322079676
